date_disclosed,project_name,document_type,project_number,project_url,product_line,company_name,country,ifc_country_code,industry,environmental_category,department,status,projected_board_date,ifc_approval_date,ifc_signed_date,ifc_invested_date,ifc_investment_for_risk_managementmillion__usd,ifc_investment_for_guaranteemillion__usd,ifc_investment_for_loanmillion__usd,ifc_investment_for_equitymillion__usd,total_ifc_investment_as_approved_by_boardmillion__usd,wb_country_code,as_of_date
2010-07-26,"Cai Lan International Container Terminal, LLC",Summary of Proposed Investment (Disclosure Policy 2006),29521,https://disclosures.ifc.org/project-detail/SPI/29521/cai-lan-international-container-terminal-llc,Loan,CAI LAN INTERNATIONAL CONTAINER TERMINAL LLC,Viet Nam,VNM,Infrastructure,B,Regional Industry - INF Asia & Pac,Active,2010-08-26,2010-09-17,2010-10-26,2011-02-24,,,38.750000,,38.750000,VN,2024-09-15
2010-05-05,Tegucigalpa Risk Share,Summary of Proposed Investment (Disclosure Policy 2006),29611,https://disclosures.ifc.org/project-detail/SPI/29611/tegucigalpa-risk-share,Guarantee,ALCALDIA MUNICIPAL DEL DISTRITO CENTRAL DE TEGUCIGALPA MDC,Honduras,HDS,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,2010-06-07,2010-09-02,2010-09-30,,,15.910000,,,15.910000,HN,2024-09-15
2010-08-04,Attero Recycling,Summary of Proposed Investment (Disclosure Policy 2006),29690,https://disclosures.ifc.org/project-detail/SPI/29690/attero-recycling,Equity,ATTERO RECYCLING PRIVATE LIMITED,India,IND,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Active,2010-09-24,2010-09-27,2010-12-27,2011-02-15,,,0.000000,5.000000,5.000000,IN,2024-09-15
2010-05-27,BWL,Summary of Proposed Investment (Disclosure Policy 2006),29744,https://disclosures.ifc.org/project-detail/SPI/29744/bwl,Loan,"Bransvik Vagon Lizing, OOO",Russian Federation,RUS,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,2010-06-30,2010-08-06,2010-11-23,2011-05-05,,,50.000000,25.000000,75.000000,RU,2024-09-15
2011-09-30,Thika IPP,Summary of Proposed Investment (Disclosure Policy 2006),29801,https://disclosures.ifc.org/project-detail/SPI/29801/thika-ipp,Loan,THIKA POWER LIMITED,Kenya,KEN,Infrastructure,A,Regional Industry - INF Africa,Active,2011-11-30,2011-12-15,2012-05-24,2012-10-25,,,37.410000,,37.410000,KE,2024-09-15
2011-05-03,NSL Power,Summary of Proposed Investment (Disclosure Policy 2006),29912,https://disclosures.ifc.org/project-detail/SPI/29912/nsl-power,Equity,NSL RENEWABLE POWER PRIVATE LIMITED,India,IND,Infrastructure,A,Gbl Infrastructure &amp; Natural Resources,Completed,2011-07-07,2013-03-20,2011-11-04,2011-12-06,,,0.000000,25.000000,25.000000,IN,2024-09-15
2011-04-14,HPC Odessa,Summary of Proposed Investment (Disclosure Policy 2006),30003,https://disclosures.ifc.org/project-detail/SPI/30003/hpc-odessa,Loan,CONTAINER TERMINAL ODESSA,Ukraine,UKR,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,2011-05-16,2011-05-24,2011-09-30,2012-10-04,,,32.000000,,32.000000,UA,2024-09-15
2010-11-12,Podgorica Bypass,Summary of Proposed Investment (Disclosure Policy 2006),30009,https://disclosures.ifc.org/project-detail/SPI/30009/podgorica-bypass,Loan,CITY OF PODGORICA,Montenegro,MNE,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Active,2010-12-13,2010-12-16,2010-12-17,2010-12-22,,,13.220000,,13.220000,ME,2024-09-15
2012-11-16,SEI Solar Power Pvt. Ltd,Summary of Investment Information (AIP Policy 2012),30053,https://disclosures.ifc.org/project-detail/SII/30053/sei-solar-power-pvt.-ltd,Loan,SEI Solar Power Private Limited,India,IND,Infrastructure,B,Regional Industry - INF Asia & Pac,Completed,2013-01-10,2013-02-22,2013-03-15,2013-11-12,,,12.200000,,12.200000,IN,2024-09-15
2010-10-08,Caucedo Phase 2,Summary of Proposed Investment (Disclosure Policy 2006),30088,https://disclosures.ifc.org/project-detail/SPI/30088/caucedo-phase-2,Loan,CAUCEDO INVESTMENTS INC,Dominican Republic,DOM,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,2010-11-08,2010-12-10,2011-03-30,2011-08-29,,,17.500000,,17.500000,DO,2024-09-15
2010-11-24,Comasel Louga,Summary of Proposed Investment (Disclosure Policy 2006),30094,https://disclosures.ifc.org/project-detail/SPI/30094/comasel-louga,Equity,COMPAGNIE MAROCCO-SENEGALAISE D'ELECTRICITE LOUGA SA,Senegal,SEN,Infrastructure,B,Regional Industry - INF Africa,Completed,2011-01-20,2011-05-24,2011-06-10,2011-09-20,,,,0.800000,0.800000,SN,2024-09-15
2012-11-12,Tenaga Generasi Limited,Summary of Proposed Investment (Disclosure Policy 2006),30145,https://disclosures.ifc.org/project-detail/SPI/30145/tenaga-generasi-limited,Loan,TENAGA GENERASI LIMITED,Pakistan,PAK,Infrastructure,B,Regional Industry INF MCT,Active,2012-12-15,2015-01-29,2015-03-07,2015-07-28,,,22.000000,7.500000,29.500000,PK,2024-09-15
2011-07-07,Cauris II,Summary of Proposed Investment (Disclosure Policy 2006),30156,https://disclosures.ifc.org/project-detail/SPI/30156/cauris-ii,Equity,FONDS CAURIS CROISSANCE II LIMITED,Western Africa Region,WAN,Infrastructure,FI,"Disruptive Tech, Service & Funds",Active,2011-08-09,2011-09-21,2012-03-16,2012-05-14,,,,7.220000,7.220000,45,2024-09-15
2011-04-28,Maybank MEACP Clean Energy Fund,Summary of Proposed Investment (Disclosure Policy 2006),30176,https://disclosures.ifc.org/project-detail/SPI/30176/maybank-meacp-clean-energy-fund,Equity,MAYBANK MEACP PTE LTD,East Asia and Pacific Region,EAP,Infrastructure,FI,"Disruptive Tech, Service & Funds",Completed,2011-05-30,2011-06-02,2011-06-03,2011-09-29,,,,25.000000,25.000000,EAP,2024-09-15
2010-11-16,Tianjin Haitai,Summary of Proposed Investment (Disclosure Policy 2006),30190,https://disclosures.ifc.org/project-detail/SPI/30190/tianjin-haitai,Equity,TIANJIN HI-TECH ENVIRONMENT DEVELOPMENT CO LTD,China,CHA,Infrastructure,B,"Disruptive Tech, Service & Funds",Active,2010-12-16,2010-12-29,2011-01-28,2011-03-30,,,,10.000000,10.000000,CN,2024-09-15
2010-10-07,InfraV-AK KhanWH,Summary of Proposed Investment (Disclosure Policy 2006),30225,https://disclosures.ifc.org/project-detail/SPI/30225/infrav-ak-khanwh,Loan,AK KHAN WATERHEALTH BANGLADESH LIMITED,Bangladesh,BAN,Infrastructure,B,Regional Industry - INF Asia & Pac,Completed,2010-11-08,2007-10-16,2011-02-03,2011-08-24,,,100.000000,0.000000,100.000000,BD,2024-09-15
2011-06-03,TICO,Summary of Proposed Investment (Disclosure Policy 2006),30228,https://disclosures.ifc.org/project-detail/SPI/30228/tico,Loan,TAKORADI INTERNATIONAL COMPANY,Ghana,GHA,Infrastructure,B,Regional Industry - INF Africa,Active,2012-04-02,2012-03-15,2012-07-13,2013-02-05,,,105.000000,,105.000000,GH,2024-09-15
2011-03-04,Shalivahana,Summary of Proposed Investment (Disclosure Policy 2006),30231,https://disclosures.ifc.org/project-detail/SPI/30231/shalivahana,Loan,SHALIVAHANA GREEN ENERGY LIMITED,India,IND,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,2011-04-15,2011-05-20,2011-05-30,2011-06-17,,,15.000000,15.000000,30.000000,IN,2024-09-15
2011-05-04,Sunpreme Silicon,Summary of Proposed Investment (Disclosure Policy 2006),30265,https://disclosures.ifc.org/project-detail/SPI/30265/sunpreme-silicon,Equity,"Sunpreme, Inc.",East Asia and Pacific Region,EAP,Infrastructure,B,"TMT, Venture Capital &amp; Funds",Completed,2011-06-10,2011-06-23,2011-06-30,2011-07-29,,,,25.000000,25.000000,EAP,2024-09-15
2013-03-07,Zhaoheng Hydropower Holdings Ltd.,Summary of Investment Information (AIP Policy 2012),30266,https://disclosures.ifc.org/project-detail/SII/30266/zhaoheng-hydropower-holdings-ltd.,Loan,Zhaoheng Hydropower Holdings Limited,China,CHA,Infrastructure,A,Regional Industry - INF Asia & Pac,Completed,2013-05-09,2013-05-16,2013-07-05,2013-10-25,,,50.000000,25.000000,75.000000,CN,2024-09-15
2011-04-19,VI Fund II,Summary of Proposed Investment (Disclosure Policy 2006),30272,https://disclosures.ifc.org/project-detail/SPI/30272/vi-fund-ii,Equity,"VI (VIETNAM INVESTMENTS) FUND II, LP",Viet Nam,VNM,Infrastructure,FI,"Disruptive Tech, Service & Funds",Active,2011-05-30,2011-08-04,2011-12-21,2012-05-10,,,,15.000000,15.000000,VN,2024-09-15
2011-08-30,UABL III,Summary of Proposed Investment (Disclosure Policy 2006),30332,https://disclosures.ifc.org/project-detail/SPI/30332/uabl-iii,Loan,UABL PARAGUAY S.A.,Paraguay,PAR,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,2011-09-30,2011-11-22,2011-12-02,2011-12-13,,,15.000000,,15.000000,PY,2024-09-15
2011-06-06,EAIF Two,Summary of Proposed Investment (Disclosure Policy 2006),30337,https://disclosures.ifc.org/project-detail/SPI/30337/eaif-two,Risk Management,EMERGING AFRICA INFRASTRUCTURE FUND,Africa Region,AFR,Infrastructure,FI,Regional Industry - INF Africa,Completed,2011-07-07,2011-07-19,2011-12-15,2012-06-19,2.000000,,45.000000,,47.000000,3A,2024-09-15
2011-03-10,IFC Global Infrastructure Fund,Summary of Proposed Investment (Disclosure Policy 2006),30354,https://disclosures.ifc.org/project-detail/SPI/30354/ifc-global-infrastructure-fund,Equity,"IFC GLOBAL INFRASTRUCTURE FUND, LP",World Region,WLD,Infrastructure,FI,"Disruptive Tech, Service & Funds",Active,2011-04-12,2011-05-19,2013-03-15,2013-04-26,,,,200.000000,200.000000,99,2024-09-15
2011-01-07,CPLF - Mytischi,Summary of Proposed Investment (Disclosure Policy 2006),30369,https://disclosures.ifc.org/project-detail/SPI/30369/cplf---mytischi,Loan,"UZ ZHKKH G. ASBESTA, MKU",Russian Federation,RUS,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,2011-02-10,2015-11-05,2011-04-13,2011-10-26,,,125.000000,,125.000000,RU,2024-09-15
2010-12-17,Magerwa 1,Summary of Proposed Investment (Disclosure Policy 2006),30381,https://disclosures.ifc.org/project-detail/SPI/30381/magerwa-1,Loan,Magerwa,Rwanda,RWA,Infrastructure,B,Regional Industry - INF Africa,Completed,2011-01-17,2011-04-19,2011-05-18,2011-05-26,,,11.000000,,11.000000,RW,2024-09-15
2011-03-11,Techno Wind,Summary of Proposed Investment (Disclosure Policy 2006),30400,https://disclosures.ifc.org/project-detail/SPI/30400/techno-wind,Loan,Simran Wind Project Limited,India,IND,Infrastructure,B,Regional Industry - INF Asia & Pac,Completed,2011-04-15,2011-04-25,2011-06-14,2011-07-05,,,39.919998,0.170000,40.090000,IN,2024-09-15
2011-02-28,QICT II,Summary of Proposed Investment (Disclosure Policy 2006),30466,https://disclosures.ifc.org/project-detail/SPI/30466/qict-ii,Loan,QASIM INTERNATIONAL CONTAINER TERMINAL PAKISTAN LIMITED,Pakistan,PAK,Infrastructure,B,Regional Industry INF MCT,Completed,2011-03-30,2011-03-30,2011-06-02,2011-10-13,,,10.000000,,10.000000,PK,2024-09-15
2011-05-13,United Water,Summary of Proposed Investment (Disclosure Policy 2006),30502,https://disclosures.ifc.org/project-detail/SPI/30502/united-water,Loan,UNITED WATER CORPORATION,China,CHA,Infrastructure,B,Regional Industry - INF Asia & Pac,Completed,2011-06-13,2012-05-31,2012-06-21,2012-11-21,,,16.000000,4.000000,20.000000,CN,2024-09-15
2015-01-26,Summit Bibiyana II Power Company Limited,Summary of Investment Information (AIP Policy 2012),30542,https://disclosures.ifc.org/project-detail/SII/30542/summit-bibiyana-ii-power-company-limited,Loan,SUMMIT BIBIYANA II POWER COMPANY LIMITED,Bangladesh,BAN,Infrastructure,A,Regional Industry - INF Asia & Pac,Active,2015-04-08,2015-04-23,2015-04-30,2015-07-08,,,75.000000,5.000000,80.000000,BD,2024-09-15
2012-09-07,NSL Wind,Summary of Proposed Investment (Disclosure Policy 2006),30596,https://disclosures.ifc.org/project-detail/SPI/30596/nsl-wind,Loan,NSL WIND POWER COMPANY (SATARA) PRIVATE LIMITED,India,IND,Infrastructure,B,Regional Industry - INF Asia & Pac,Completed,2012-10-08,2012-12-14,2013-01-31,2013-12-26,,,18.799999,,18.799999,IN,2024-09-15
2011-03-18,Microvast,Summary of Proposed Investment (Disclosure Policy 2006),30599,https://disclosures.ifc.org/project-detail/SPI/30599/microvast,Equity,Microvast Inc.,China,CHA,Infrastructure,B,"TMT, Venture Capital &amp; Funds",Completed,2011-04-22,2011-06-01,2011-06-21,2011-07-15,,,,25.000000,25.000000,CN,2024-09-15
2011-04-27,CEF IV,Summary of Proposed Investment (Disclosure Policy 2006),30636,https://disclosures.ifc.org/project-detail/SPI/30636/cef-iv,Equity,"CHINA ENVIRONMENTAL FUND IV, LP",China,CHA,Infrastructure,FI,"Disruptive Tech, Service & Funds",Active,2011-05-30,2011-05-27,2011-05-31,2011-08-15,,,,20.000000,20.000000,CN,2024-09-15
2011-03-31,Aavishkaar MSME,Summary of Proposed Investment (Disclosure Policy 2006),30711,https://disclosures.ifc.org/project-detail/SPI/30711/aavishkaar-msme,Equity,AAVISHKAAR INDIA II COMPANY LTD,India,IND,Infrastructure,FI,"Disruptive Tech, Service & Funds",Active,2011-05-30,2011-06-17,2011-06-27,2011-11-04,,,,15.000000,15.000000,IN,2024-09-15
2011-05-10,Epure BOT2,Summary of Proposed Investment (Disclosure Policy 2006),30718,https://disclosures.ifc.org/project-detail/SPI/30718/epure-bot2,Loan,SOUND GLOBAL LTD.,China,CHA,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,2011-06-10,2011-06-24,2011-06-25,2011-12-01,,,36.000000,,36.000000,CN,2024-09-15
2011-05-13,SPC 4-5,Summary of Proposed Investment (Disclosure Policy 2006),30761,https://disclosures.ifc.org/project-detail/SPI/30761/spc-4-5,Loan,SOLAR POWER COMPANY LIMITED,Thailand,THL,Infrastructure,B,Regional Industry - INF Asia & Pac,Pending Signing,2011-06-13,2014-02-27,,,,,11.910000,,11.910000,TH,2024-09-15
2011-06-30,Bhilwara Green Energy Limited,Summary of Proposed Investment (Disclosure Policy 2006),30765,https://disclosures.ifc.org/project-detail/SPI/30765/bhilwara-green-energy-limited,Loan,BHILWARA GREEN ENERGY LIMITED,India,IND,Infrastructure,B,Regional Industry - INF Asia & Pac,Completed,2011-09-15,2012-02-29,2012-03-09,2012-04-16,,,15.000000,,15.000000,IN,2024-09-15
2011-05-16,ACWA Power Jordan,Summary of Proposed Investment (Disclosure Policy 2006),30794,https://disclosures.ifc.org/project-detail/SPI/30794/acwa-power-jordan,Loan,Red Sea Energy Private Shareholding Company,Jordan,JOR,Infrastructure,B,Regional Industry INF MCT,Active,2011-06-20,2011-06-30,2011-07-12,2011-07-22,,,9.500000,5.500000,15.000000,JO,2024-09-15
2011-05-03,Vishwa Infra,Summary of Proposed Investment (Disclosure Policy 2006),30859,https://disclosures.ifc.org/project-detail/SPI/30859/vishwa-infra,Loan,VISHWA INFRASTRUCTURES AND SERVICES PRIVATE LIMITED,India,IND,Infrastructure,B,Regional Industry - INF Asia & Pac,Completed,2011-06-03,2011-06-21,2011-06-29,2012-11-09,,,5.000000,,5.000000,IN,2024-09-15
2011-10-03,Wintermar Group,Summary of Proposed Investment (Disclosure Policy 2006),30964,https://disclosures.ifc.org/project-detail/SPI/30964/wintermar-group,Loan,"WINTERMAR OFFSHORE MARINE, PT TBK",Indonesia,INS,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,2011-11-02,2012-08-10,2011-12-27,2012-03-12,,,60.000000,,60.000000,ID,2024-09-15
2012-03-13,ECT,Summary of Proposed Investment (Disclosure Policy 2006),30975,https://disclosures.ifc.org/project-detail/SPI/30975/ect,Loan,EASTCOMTRANS LLP,Kazakhstan,KAZ,Infrastructure,B,Regional Industry INF MCT,Completed,2012-04-13,2012-12-04,2012-12-28,2013-06-28,,,30.000000,20.000000,50.000000,KZ,2024-09-15
2011-08-29,enso Albania,Summary of Proposed Investment (Disclosure Policy 2006),30979,https://disclosures.ifc.org/project-detail/SPI/30979/enso-albania,Equity,ENSO HYDRO ENERGJI SH.P.K.,Albania,ALB,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,2011-09-29,2011-09-28,2012-02-03,2013-03-07,,,,8.660000,8.660000,AL,2024-09-15
2012-03-09,TTS III,Summary of Proposed Investment (Disclosure Policy 2006),31024,https://disclosures.ifc.org/project-detail/SPI/31024/tts-iii,Equity,TTS ( TRANSPORT TRADE SERVICES ) SA,Romania,ROM,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,2012-04-16,2012-04-27,2012-06-14,2012-08-08,,,,16.000000,16.000000,RO,2024-09-15
2011-07-06,Nature Elements,Summary of Proposed Investment (Disclosure Policy 2006),31048,https://disclosures.ifc.org/project-detail/SPI/31048/nature-elements,Equity,Nature Elements Asia Renewable Energy and Cleantech Fund LP,China,CHA,Infrastructure,FI,"Disruptive Tech, Service & Funds",Completed,2011-10-31,2011-10-25,2011-11-30,2013-02-22,,,,25.000000,25.000000,CN,2024-09-15
2012-03-29,Podgorica Roads,Summary of Proposed Investment (Disclosure Policy 2006),31065,https://disclosures.ifc.org/project-detail/SPI/31065/podgorica-roads,Loan,CITY OF PODGORICA,Montenegro,MNE,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Active,2012-04-30,2012-05-15,2012-06-08,2012-09-28,,,33.049999,,33.049999,ME,2024-09-15
2012-01-18,BP Southern Afri,Summary of Proposed Investment (Disclosure Policy 2006),31070,https://disclosures.ifc.org/project-detail/SPI/31070/bp-southern-afri,Equity,BUSINESS PARTNERS INTERNATIONAL SOUTHERN AFRICA SME FUND,Southern Africa Region,,Infrastructure,FI,"Disruptive Tech, Service & Funds",Active,2012-02-17,2012-05-25,2012-12-21,2014-03-07,,,,8.000000,8.000000,,2024-09-15
2012-02-02,SnowmanIII,Summary of Proposed Investment (Disclosure Policy 2006),31081,https://disclosures.ifc.org/project-detail/SPI/31081/snowmaniii,Loan,SNOWMAN LOGISTICS LIMITED,India,IND,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,2012-03-03,2012-03-28,2012-03-30,2012-09-17,,,6.640000,,6.640000,IN,2024-09-15
2012-04-10,Abengoa CSP SA,Summary of Proposed Investment (Disclosure Policy 2006),31083,https://disclosures.ifc.org/project-detail/SPI/31083/abengoa-csp-sa,Loan,Kaxu Solar One (RF) Proprietary Limited,South Africa,SOU,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Active,2012-05-31,2012-06-05,2012-11-04,2012-12-18,,,160.539993,,160.539993,ZA,2024-09-15
2011-05-27,RVR Equity,Summary of Proposed Investment (Disclosure Policy 2006),31102,https://disclosures.ifc.org/project-detail/SPI/31102/rvr-equity,Equity,RVR INVESTMENTS (PTY) LIMITED,Eastern Africa Region,EAN,Infrastructure,A,Regional Industry - INF Africa,Active,2011-07-28,2012-07-30,2011-09-09,2011-09-28,,,,20.000000,20.000000,29,2024-09-15
2011-08-23,OSL Kochi,Summary of Proposed Investment (Disclosure Policy 2006),31166,https://disclosures.ifc.org/project-detail/SPI/31166/osl-kochi,Loan,SPARKLE PORT SERVICES LIMITED,India,IND,Infrastructure,B,Regional Industry - INF Asia & Pac,Completed,2011-09-22,2011-09-30,2011-10-25,2012-02-22,,,11.340000,,11.340000,IN,2024-09-15
2012-06-29,Reventazon HPP,Summary of Investment Information (AIP Policy 2012),31383,https://disclosures.ifc.org/project-detail/SII/31383/reventazon-hpp,Loan,Fideicomiso Uno P.H. Reventazon /I.C.E./ Scotiabank 2013,Costa Rica,COS,Infrastructure,A,Regional Industry INF LAC & EUR,Completed,2012-09-27,2012-11-29,2013-12-20,2014-03-28,,,100.000000,,100.000000,CR,2024-09-15
2012-03-02,Power Grid,Summary of Proposed Investment (Disclosure Policy 2006),31419,https://disclosures.ifc.org/project-detail/SPI/31419/power-grid,Loan,POWER GRID CORPORATION OF INDIA LIMITED,India,IND,Infrastructure,A,Gbl Infrastructure &amp; Natural Resources,Active,2012-05-03,2012-07-11,2012-07-24,2012-08-27,,,100.000000,,100.000000,IN,2024-09-15
2012-07-25,HDB Barging,Summary of Proposed Investment (Disclosure Policy 2006),31445,https://disclosures.ifc.org/project-detail/SPI/31445/hdb-barging,Loan,GIROCANTEX S.A.,Uruguay,,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,2012-08-27,2013-02-15,2013-05-29,2013-10-15,,,75.000000,,75.000000,UY,2024-09-15
2011-11-17,Medco Power 2011,Summary of Proposed Investment (Disclosure Policy 2006),31462,https://disclosures.ifc.org/project-detail/SPI/31462/medco-power-2011,Equity,"MEDCO POWER INDONESIA, PT",Indonesia,INS,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,2011-12-17,2012-02-13,2012-02-20,2012-03-09,,,,25.000000,25.000000,ID,2024-09-15
2011-11-10,Zephyr India III,Summary of Proposed Investment (Disclosure Policy 2006),31470,https://disclosures.ifc.org/project-detail/SPI/31470/zephyr-india-iii,Equity,ZEPHYR PEACOCK INDIA FUND III LIMITED,India,IND,Infrastructure,FI,"Disruptive Tech, Service & Funds",Active,2011-12-20,2012-01-31,2012-03-21,2012-05-23,,,,15.000000,15.000000,IN,2024-09-15
2012-01-20,Karadzhalovo SPP,Summary of Proposed Investment (Disclosure Policy 2006),31543,https://disclosures.ifc.org/project-detail/SPI/31543/karadzhalovo-spp,Loan,ACWA POWER CF KARAD PV PARK EAD,Bulgaria,BUL,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,2012-02-20,2012-03-08,2012-03-09,2012-03-28,,,61.970001,,61.970001,BG,2024-09-15
